schema_version,experiment_id,timestamp,job_type,profile,input_dataset_id,input_hdfs_path,input_size_bytes,rng_seed,topology_workers,topology_worker_cores,topology_worker_mem_gb,total_cores,total_memory_gb,executor_cores,executor_memory,executor_instances,driver_cores,driver_memory,memory_fraction,memory_storageFraction,shuffle_compress,spill_compress,shuffle_file_buffer,broadcast_block,broadcast_compress,maxSizeInFlight,io_codec,rpc_message_maxSize,rdd_compress,run_durations_s,median_duration_s,mean_duration_s,std_duration_s,min_duration_s,max_duration_s,cv_duration,successful_runs,exit_code,error_type,spark_conf_hash,spark_conf_path,bench_log_tail_path
2,pagerank_small_2x4x8_20260424181533_39,2026-04-24T18:16:07+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,2,8g,1,4,3g,0.6,0.6,false,false,128k,20m,true,56m,lz4,224,true,"8.497;8.494;8.378",8.494,8.456333333333333,0.05540356988097013,8.378,8.497,0.006551724925811439,3,0,ok,de345949fcd51deac92f15272d3cefe3d839d8ba6e45d9ee1df0329ef456f41b,"",""
2,pagerank_small_2x4x8_20260424181607_40,2026-04-24T18:16:43+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,2,6g,1,1,3g,0.7,0.7,true,true,80k,16m,false,64m,snappy,256,false,"8.834;8.870;8.419",8.834,8.707666666666666,0.20464657881875772,8.419,8.87,0.02350188479333435,3,0,ok,c20a04f1b5f900f01b2d9a7f9850fa76b8517b8b2bd8c670d444456532ee9f74,"",""
2,pagerank_small_2x4x8_20260424181643_41,2026-04-24T18:17:19+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,4,5g,2,1,3g,0.8,0.4,false,false,32k,10m,true,72m,snappy,192,true,"9.479;8.798;8.771",8.798,9.016,0.32757594539281976,8.771,9.479,0.03633273573567211,3,0,ok,f9bbe5e79be84a4ba67f685cb73ee9095adfc517d68eb230a2aa11df579e77f3,"",""
2,pagerank_small_2x4x8_20260424181719_42,2026-04-24T18:17:56+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,4,4g,1,1,4g,0.5,0.8,true,true,128k,20m,true,64m,snappy,160,true,"9.500;9.581;9.117",9.5,9.399333333333333,0.2023599652983646,9.117,9.581,0.02152918277520015,3,0,ok,a73acdead1381c745d28b626aa329b79b998ed5fc981979c128251bddce3a84c,"",""
2,pagerank_small_2x4x8_20260424181757_43,2026-04-24T18:18:31+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,3,2g,2,4,4g,0.6,0.6,true,true,128k,6m,false,88m,lz4,224,true,"8.399;9.175;8.037",8.399,8.537,0.4747237793355909,8.037,9.175,0.05560779891479335,3,0,ok,ea3a42da8c4da980767f2c6364af9e16245fea90678178038a9ea8826ed06d58,"",""
2,pagerank_small_2x4x8_20260424181831_44,2026-04-24T18:19:09+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,6g,2,1,4g,0.3,0.8,true,false,112k,18m,false,56m,snappy,160,false,"9.339;9.373;9.406",9.373,9.372666666666667,0.027353650985238256,9.339,9.406,0.00291844914132281,3,0,ok,f99f79872009d02e66170b40aadc865a18248fa1ec34ae0ffe93cf5dea95bb36,"",""
2,pagerank_small_2x4x8_20260424181909_45,2026-04-24T18:19:47+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,4,8g,1,3,2g,0.4,0.5,true,false,48k,22m,true,64m,snappy,128,false,"9.480;9.893;9.140",9.48,9.504333333333333,0.3078921167479862,9.14,9.893,0.03239491986967203,3,0,ok,254e53ed9f49a92ba862545ddf9eae40ac558fff7521d8556aedee6c36630443,"",""
2,pagerank_small_2x4x8_20260424181947_46,2026-04-24T18:20:24+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,2,2g,1,4,1g,0.6,0.6,false,false,64k,20m,false,56m,snappy,224,false,"9.260;9.377;9.418",9.377,9.351666666666667,0.06694442139234268,9.26,9.418,0.007158555130173874,3,0,ok,93dd458d35825690a94c7854aee5b598d5ef3057d29ee06253ca1122dc25db91,"",""
2,pagerank_small_2x4x8_20260424182024_47,2026-04-24T18:20:59+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,2,5g,1,2,1g,0.6,0.4,true,true,64k,14m,false,88m,snappy,192,false,"8.583;8.233;8.736",8.583,8.517333333333333,0.21053318556042946,8.233,8.736,0.024718204315955245,3,0,ok,8e6076c531841bfac51982ecb019700ab78232bf8b48eed47111abe905e5b5fc,"",""
2,pagerank_small_2x4x8_20260424182059_48,2026-04-24T18:21:35+00:00,pagerank,small,pagerank_small_20260424_175032,"/Pagerank/Input",1811191,20260424,2,4,8,8,16,1,8g,1,1,2g,0.7,0.4,false,false,112k,16m,false,64m,lz4,224,false,"8.980;8.859;8.919",8.919,8.919333333333334,0.049398605468395966,8.859,8.98,0.005538374183615662,3,0,ok,0ca7fbb843ffeed7d51461f727e14514c284373487e75e22a472d30497f801a0,"",""
